ISO3,year,value,lower_uncertainty,upper_uncertainty
SOM,1990,0.716516196727753,0.664357483386993,0.881837010383606
SSD,1990,0.680605888366699,0.642657697200775,0.843196034431458
SYC,1990,,,
TZA,1990,0.851677656173706,0.82082337141037,0.915436148643494
UGA,1990,0.63524466753006,0.598442018032074,0.729777038097382
ZMB,1990,0.894630491733551,0.865995705127716,0.939448416233063
ZWE,1990,0.937615036964417,0.905141115188599,0.987052321434021
AGO,1990,0.768150806427002,0.735386610031128,0.8564532995224
CAF,1990,0.944869697093964,0.932139217853546,0.962887048721313
CMR,1990,0.860897719860077,0.845066726207733,0.889931321144104
COD,1990,0.94367504119873,0.921985328197479,0.961133182048798
COG,1990,0.748456835746765,0.724959075450897,0.798834681510925
GAB,1990,0.839994609355927,0.821596145629883,0.863409280776978
GNQ,1990,0.89528751373291,0.874614238739014,0.924833416938782
STP,1990,0.93347579240799,0.889378130435944,1.0
TCD,1990,0.798696160316467,0.762809634208679,0.91171783208847
BWA,1990,0.826638519763947,0.782357752323151,0.906415045261383
LSO,1990,0.560740828514099,0.502462029457092,0.711027383804321
NAM,1990,0.769793093204498,0.733335614204407,0.879341185092926
SWZ,1990,0.612977385520935,0.543295383453369,0.778593063354492
ZAF,1990,0.600418388843536,0.555742025375366,0.758344233036041
AUS,1990,0.687524080276489,0.66328763961792,0.781515538692474
CXR,1990,,,
HMD,1990,,,
NFK,1990,,,
NZL,1990,0.531598806381226,0.496841877698898,0.612249553203583
FJI,1990,0.864775717258453,0.835886299610138,0.899761617183685
NCL,1990,0.857658207416534,0.838963508605957,0.883391976356506
PNG,1990,0.97896933555603,0.946957290172577,1.0
SLB,1990,0.957535207271576,0.911872208118439,1.0
VUT,1990,0.946355581283569,0.91480016708374,1.0
FSM,1990,,,
GUM,1990,,,
KIR,1990,,,
MHL,1990,,,
MNP,1990,,,
NRU,1990,,,
PLW,1990,,,
UMI,1990,,,
ASM,1990,,,
COK,1990,,,
NIU,1990,,,
PCN,1990,,,
PYF,1990,,,
TON,1990,,,
WLF,1990,,,
WSM,1990,0.874786913394928,0.810208022594452,1.0
BMU,1990,,,
CAN,1990,0.911304473876953,0.904035151004791,0.922492325305939
GRL,1990,0.911528527736664,0.899788498878479,0.932937681674957
SPM,1990,0.97062885761261,0.906691789627075,1.0
USA,1990,0.683297038078308,0.657651901245117,0.761031568050385
ARG,1990,0.771550297737122,0.737885057926178,0.850094556808472
BOL,1990,0.817963004112244,0.796978712081909,0.875004589557648
BRA,1990,0.802737414836884,0.783626198768616,0.83500874042511
BVT,1990,,,
CHL,1990,0.886523485183716,0.865293085575104,0.912761688232422
COL,1990,0.707418084144592,0.690205574035645,0.764342725276947
ECU,1990,0.80392062664032,0.787158370018005,0.841217458248138
FLK,1990,0.950597167015076,0.939599215984344,0.969456553459167
GUF,1990,0.993173062801361,0.988436639308929,0.99698930978775
GUY,1990,0.942115902900696,0.932770371437073,0.95491087436676
PER,1990,0.92154324054718,0.906897842884064,0.943728506565094
PRY,1990,0.743794500827789,0.716978490352631,0.792498707771301
SGS,1990,,,
SUR,1990,0.992633938789368,0.985441923141479,0.996974408626556
URY,1990,0.360433161258698,0.309269636869431,0.46799373626709
VEN,1990,0.86191588640213,0.842572212219238,0.895552635192871
BLZ,1990,0.932232916355133,0.916098952293396,0.949624061584473
CRI,1990,0.651947736740112,0.622783899307251,0.712790668010712
GTM,1990,0.666284620761871,0.639936506748199,0.708677351474762
HND,1990,0.728683233261108,0.700442910194397,0.761185765266418
MEX,1990,0.758922636508942,0.723923623561859,0.858861267566681
NIC,1990,0.686878859996796,0.655223786830902,0.728937149047852
PAN,1990,0.792067766189575,0.77050507068634,0.829702913761139
SLV,1990,0.407524198293686,0.382852345705032,0.508037149906158
ABW,1990,,,
AIA,1990,,,
ATG,1990,0.971368670463562,0.917572915554047,1.0
BES,1990,0.942436397075653,0.865613520145416,1.0
BHS,1990,0.930723905563354,0.885459125041962,0.9903444647789
BRB,1990,0.915638446807861,0.859002470970154,1.0
CUB,1990,0.588068842887878,0.568039894104004,0.672418534755707
CUW,1990,0.963774621486664,0.883927881717682,1.0
CYM,1990,,,
DMA,1990,0.93645578622818,0.878961861133575,1.0
DOM,1990,0.629987955093384,0.608045101165771,0.702119529247284
GLP,1990,0.924122750759125,0.864378809928894,1.0
GRD,1990,0.910057902336121,0.871894180774689,1.0
HTI,1990,0.524465799331665,0.496140033006668,0.62826544046402
JAM,1990,0.702907741069794,0.677140116691589,0.772747337818146
KNA,1990,0.954171001911163,0.867375373840332,1.0
LCA,1990,,,
MAF,1990,,,
MSR,1990,,,
MTQ,1990,0.972602188587189,0.932555735111237,1.0
PRI,1990,0.479787558317184,0.449564546346664,0.59483128786087
TCA,1990,0.968029677867889,0.924494445323944,1.0
TTO,1990,0.844957172870636,0.817116498947144,0.90032297372818
VCT,1990,,,
VGB,1990,,,
VIR,1990,,,
CHN,1990,0.632655560970306,0.604590058326721,0.740049004554749
HKG,1990,0.880281209945679,0.761885583400726,1.0
JPN,1990,0.851192891597748,0.823469758033752,0.879705190658569
KOR,1990,0.801616609096527,0.773705840110779,0.835685193538666
MAC,1990,,,
MNG,1990,0.472473531961441,0.432155638933182,0.664112210273743
PRK,1990,0.843875825405121,0.819831371307373,0.870553076267242
AFG,1990,0.757128596305847,0.713541805744171,0.886320948600769
BGD,1990,0.348223567008972,0.328572124242783,0.455272436141968
BTN,1990,0.865848541259766,0.840851008892059,0.890470266342163
IND,1990,0.616520941257477,0.593131363391876,0.727833926677704
IRN,1990,0.879705250263214,0.807775676250458,0.995843589305878
LKA,1990,0.727298200130463,0.703714787960052,0.765882015228271
MDV,1990,,,
NPL,1990,0.780437767505646,0.758021056652069,0.806209325790405
PAK,1990,0.890115678310394,0.840128064155579,0.966432690620422
BRN,1990,0.952417552471161,0.919610917568207,0.992764711380005
IDN,1990,0.77503901720047,0.753950715065002,0.800141930580139
KHM,1990,0.773369371891022,0.75372189283371,0.794966518878937
LAO,1990,0.931847810745239,0.905218303203583,0.957184374332428
MMR,1990,0.834455251693726,0.815405309200287,0.851932764053345
MYS,1990,0.818241655826569,0.805235922336578,0.853746712207794
PHL,1990,0.663009762763977,0.636581003665924,0.702202260494232
SGP,1990,0.321628123521805,0.283663630485535,0.45111620426178
THA,1990,0.695814669132233,0.677810311317444,0.738598883152008
TLS,1990,0.819701492786407,0.790600121021271,0.834876000881195
VNM,1990,0.813560783863068,0.790706992149353,0.83644300699234
KAZ,1990,0.672973573207855,0.628755986690521,0.817125260829926
KGZ,1990,0.760842442512512,0.717565417289734,0.87926185131073
TJK,1990,0.805450618267059,0.764499008655548,0.885611832141876
TKM,1990,0.694227993488312,0.644832849502563,0.85441130399704
UZB,1990,0.711179673671722,0.670572102069855,0.857933759689331
ARE,1990,1.0,0.978965759277344,1.0
ARM,1990,0.778567969799042,0.743435204029083,0.866272985935211
AZE,1990,0.714449107646942,0.677424371242523,0.857385516166687
BHR,1990,1.0,1.0,1.0
CYP,1990,1.0,0.982156753540039,1.0
GEO,1990,0.626256585121155,0.584801554679871,0.723269879817963
IRQ,1990,0.995838940143585,0.899805843830109,1.0
ISR,1990,0.938315868377686,0.850788652896881,1.0
JOR,1990,1.0,0.949402868747711,1.0
KWT,1990,1.0,0.970193386077881,1.0
LBN,1990,0.624387323856354,0.587752759456635,0.803193807601929
OMN,1990,1.0,0.980165839195251,1.0
PSE,1990,1.0,0.943948566913605,1.0
QAT,1990,1.0,0.971582293510437,1.0
SAU,1990,0.733686089515686,0.692445278167725,0.870963215827942
SYR,1990,0.601881146430969,0.566135883331299,0.796382665634155
TUR,1990,0.759615957736969,0.731887817382812,0.865971684455872
YEM,1990,0.744545340538025,0.703497529029846,0.920239388942719
ALB,1990,0.683088600635529,0.654897391796112,0.758273303508759
AND,1990,0.787700593471527,0.750042855739594,0.899802088737488
BIH,1990,0.631791889667511,0.604768812656403,0.713289678096771
ESP,1990,0.631595492362976,0.604216873645782,0.755963385105133
GRC,1990,0.637632548809052,0.610261797904968,0.778257071971893
HRV,1990,0.788548231124878,0.758671879768372,0.854415655136108
ITA,1990,0.575462222099304,0.546087622642517,0.707812964916229
MKD,1990,0.623493909835815,0.593671500682831,0.764788746833801
MLT,1990,0.668826997280121,0.585224568843842,0.931494474411011
MNE,1990,0.50792133808136,0.475201547145844,0.650146842002869
PRT,1990,0.728881359100342,0.705104291439056,0.809361279010773
SMR,1990,0.461003363132477,0.435117930173874,0.650720953941345
SRB,1990,0.51557320356369,0.48568332195282,0.684217154979706
SVN,1990,0.72501128911972,0.693228125572205,0.795558094978333
BGR,1990,0.674716114997864,0.633642256259918,0.803824424743652
BLR,1990,0.741547167301178,0.717466771602631,0.824826061725616
CZE,1990,0.59164172410965,0.556769013404846,0.737726330757141
HUN,1990,0.506736099720001,0.479356735944748,0.677177131175995
MDA,1990,0.467401951551437,0.441830068826675,0.630031883716583
POL,1990,0.615968227386475,0.587115883827209,0.754185259342194
ROU,1990,0.59993714094162,0.576262712478638,0.72846382856369
RUS,1990,0.873033344745636,0.859383940696716,0.89610755443573
SVK,1990,0.623240053653717,0.596725702285767,0.724853575229645
UKR,1990,0.562735557556152,0.537165701389313,0.696979999542236
GGY,1990,,,
JEY,1990,,,
ALA,1990,0.932454764842987,0.898151695728302,0.998463749885559
DNK,1990,0.42478534579277,0.398916721343994,0.588225841522217
EST,1990,0.826371371746063,0.789691209793091,0.882997155189514
FIN,1990,0.955709934234619,0.914900124073029,0.979803204536438
FRO,1990,0.591743588447571,0.561094880104065,0.788429856300354
GBR,1990,0.396989583969116,0.368484050035477,0.576016902923584
IMN,1990,0.539838254451752,0.485405713319778,0.844755947589874
IRL,1990,0.363040387630463,0.340752363204956,0.519161999225616
ISL,1990,0.802757263183594,0.76300847530365,0.844907701015472
LTU,1990,0.588171303272247,0.561480045318604,0.697963953018188
LVA,1990,0.873672127723694,0.851140260696411,0.907883703708649
NOR,1990,0.949988543987274,0.922538995742798,0.963911950588226
SJM,1990,0.868492066860199,0.842914283275604,0.893471479415894
SWE,1990,0.910350203514099,0.878450214862823,0.928770542144775
AUT,1990,0.687282860279083,0.652182221412659,0.781515836715698
BEL,1990,0.644281327724457,0.601093709468842,0.787622272968292
CHE,1990,0.548307001590729,0.507337510585785,0.680987298488617
DEU,1990,0.638063192367554,0.598630666732788,0.778134346008301
FRA,1990,0.596015691757202,0.563108205795288,0.736133277416229
LIE,1990,0.611286461353302,0.567518532276154,0.720850467681885
LUX,1990,0.568915367126465,0.526806890964508,0.688128232955933
NLD,1990,0.566852509975433,0.530527591705322,0.743714869022369
ATA,1990,,,
DZA,2000,0.967726290225983,0.887436926364899,1.0
EGY,2000,1.0,0.949203968048096,1.0
ESH,2000,0.922907769680023,0.910557270050049,0.953204989433289
LBY,2000,0.993275105953217,0.939342737197876,1.0
MAR,2000,0.749357402324677,0.718199133872986,0.876787424087524
SDN,2000,0.737561702728271,0.703684449195862,0.888174057006836
TUN,2000,0.728446960449219,0.673669278621674,0.847451627254486
BEN,2000,0.925009787082672,0.860936760902405,1.0
BFA,2000,0.89784187078476,0.845557928085327,0.967419445514679
CIV,2000,0.58807897567749,0.560353815555573,0.682413578033447
CPV,2000,1.0,0.953969895839691,1.0
GHA,2000,0.611849665641785,0.576677262783051,0.722668707370758
GIN,2000,0.6060631275177,0.571182429790497,0.701163470745087
GMB,2000,0.718037009239197,0.67484438419342,0.848966300487518
GNB,2000,0.643731415271759,0.612099587917328,0.722511231899261
LBR,2000,0.76168555021286,0.739780008792877,0.799088954925537
MLI,2000,0.885969340801239,0.848510026931763,0.946075320243835
MRT,2000,0.879988849163055,0.842569410800934,0.936578452587128
NER,2000,0.868938088417053,0.822222769260406,0.931084930896759
NGA,2000,0.54785144329071,0.51534640789032,0.73312896490097
SEN,2000,0.824323177337646,0.773896872997284,0.928546607494354
SHN,2000,,,
SLE,2000,0.720598757266998,0.688042283058167,0.778237223625183
TGO,2000,0.61992222070694,0.587090373039246,0.739809036254883
ATF,2000,,,
BDI,2000,0.510460555553436,0.485374987125397,0.637397348880768
COM,2000,0.74631130695343,0.708227694034576,0.854649424552917
DJI,2000,0.762275576591492,0.706954181194305,0.907942771911621
ERI,2000,0.747896015644073,0.686393678188324,0.896798849105835
ETH,2000,0.855575799942017,0.826015174388885,0.91563093662262
IOT,2000,,,
KEN,2000,0.747424960136414,0.705957174301147,0.863334715366364
MDG,2000,0.591811895370483,0.55546236038208,0.709821283817291
MOZ,2000,0.692103266716003,0.652145147323608,0.831446826457977
MUS,2000,0.504982650279999,0.440104186534882,0.747483909130096
MWI,2000,0.738102674484253,0.693393766880035,0.821511328220367
MYT,2000,1.0,0.99969869852066,1.0
REU,2000,0.928790926933289,0.904323875904083,0.97914856672287
RWA,2000,0.539094030857086,0.511979579925537,0.655411422252655
SOM,2000,0.716421365737915,0.663757145404816,0.884580731391907
SSD,2000,0.651079177856445,0.614750623703003,0.821349203586578
SYC,2000,,,
TZA,2000,0.849158704280853,0.818072259426117,0.915388405323029
UGA,2000,0.616530001163483,0.581668019294739,0.718249619007111
ZMB,2000,0.896358251571655,0.866610109806061,0.941883862018585
ZWE,2000,0.898744463920593,0.86140501499176,0.962874829769135
AGO,2000,0.77009642124176,0.737263321876526,0.860027611255646
CAF,2000,0.946150243282318,0.932039439678192,0.964666426181793
CMR,2000,0.862520039081573,0.846483409404755,0.891447961330414
COD,2000,0.938472807407379,0.916363656520844,0.954847395420074
COG,2000,0.745114624500275,0.720630288124084,0.795454919338226
GAB,2000,0.838850021362305,0.820610880851746,0.86209911108017
GNQ,2000,0.897237062454224,0.873864531517029,0.928960204124451
STP,2000,0.867746829986572,0.826875448226929,1.0
TCD,2000,0.796648800373077,0.758304536342621,0.911369621753693
BWA,2000,0.826367259025574,0.781253695487976,0.90971964597702
LSO,2000,0.551294386386871,0.491984635591507,0.705461382865906
NAM,2000,0.770249783992767,0.733550429344177,0.881750226020813
SWZ,2000,0.619938969612122,0.549046456813812,0.784641981124878
ZAF,2000,0.585581243038177,0.542268753051758,0.750063002109528
AUS,2000,0.686607480049133,0.662236750125885,0.78227436542511
CXR,2000,,,
HMD,2000,,,
NFK,2000,,,
NZL,2000,0.542502701282501,0.50956517457962,0.624345541000366
FJI,2000,0.848669946193695,0.817741751670837,0.885673761367798
NCL,2000,0.854054927825928,0.835123240947723,0.879835903644562
PNG,2000,0.980053782463074,0.946087121963501,1.0
SLB,2000,0.960835099220276,0.911520957946777,1.0
VUT,2000,0.943390846252441,0.911550581455231,1.0
FSM,2000,,,
GUM,2000,,,
KIR,2000,,,
MHL,2000,,,
MNP,2000,,,
NRU,2000,,,
PLW,2000,,,
UMI,2000,,,
ASM,2000,,,
COK,2000,,,
NIU,2000,,,
PCN,2000,,,
PYF,2000,,,
TON,2000,,,
WLF,2000,,,
WSM,2000,0.897930264472961,0.84700882434845,1.0
BMU,2000,,,
CAN,2000,0.908555448055267,0.900888323783875,0.920001149177551
GRL,2000,0.911525845527649,0.899785697460175,0.93293422460556
SPM,2000,0.965649724006653,0.905121147632599,1.0
USA,2000,0.685150921344757,0.65896064043045,0.763680815696716
ARG,2000,0.762421190738678,0.72421532869339,0.844353199005127
BOL,2000,0.81153804063797,0.791077613830566,0.871668875217438
BRA,2000,0.78476482629776,0.765209853649139,0.821890473365784
BVT,2000,,,
CHL,2000,0.891945958137512,0.869102478027344,0.918323040008545
COL,2000,0.709939897060394,0.692553222179413,0.768046915531158
ECU,2000,0.794532179832458,0.777482271194458,0.835794508457184
FLK,2000,0.950583636760712,0.939575552940369,0.969451904296875
GUF,2000,0.99322497844696,0.988243520259857,0.997091293334961
GUY,2000,0.94116622209549,0.932272255420685,0.95377790927887
PER,2000,0.9200439453125,0.905212581157684,0.943898439407349
PRY,2000,0.697227478027344,0.669084787368774,0.758871793746948
SGS,2000,,,
SUR,2000,0.992911517620087,0.985253393650055,0.997484743595123
URY,2000,0.352413833141327,0.302064031362534,0.463227987289429
VEN,2000,0.863622009754181,0.844012260437012,0.89917403459549
BLZ,2000,0.922459661960602,0.904852747917175,0.940765261650085
CRI,2000,0.678048729896545,0.647303998470306,0.733876407146454
GTM,2000,0.646161913871765,0.619619131088257,0.695036172866821
HND,2000,0.741497218608856,0.711653053760529,0.773082256317139
MEX,2000,0.741029024124146,0.706253468990326,0.848062932491302
NIC,2000,0.630986332893372,0.600671410560608,0.684673070907593
PAN,2000,0.780211567878723,0.758394837379456,0.822558045387268
SLV,2000,0.391562134027481,0.36833181977272,0.495855629444122
ABW,2000,,,
AIA,2000,,,
ATG,2000,0.978376030921936,0.921878695487976,1.0
BES,2000,0.958640217781067,0.885064244270325,1.0
BHS,2000,0.934981763362885,0.890954196453094,1.0
BRB,2000,0.911508500576019,0.853728473186493,1.0
CUB,2000,0.582713305950165,0.561880886554718,0.671229779720306
CUW,2000,0.96180522441864,0.882322371006012,1.0
CYM,2000,,,
DMA,2000,0.926989853382111,0.867175877094269,1.0
DOM,2000,0.628342509269714,0.605476796627045,0.703602254390717
GLP,2000,0.923388481140137,0.865372598171234,1.0
GRD,2000,0.916674375534058,0.879022359848022,1.0
HTI,2000,0.495184302330017,0.468235045671463,0.603810489177704
JAM,2000,0.688436508178711,0.662699460983276,0.761359751224518
KNA,2000,0.965380728244781,0.880499660968781,1.0
LCA,2000,,,
MAF,2000,,,
MSR,2000,,,
MTQ,2000,0.971727728843689,0.931698322296143,1.0
PRI,2000,0.51880818605423,0.485221415758133,0.628640949726105
TCA,2000,0.973809719085693,0.92374062538147,1.0
TTO,2000,0.861920654773712,0.835806906223297,0.91574490070343
VCT,2000,,,
VGB,2000,,,
VIR,2000,,,
CHN,2000,0.635035812854767,0.60652756690979,0.743406057357788
HKG,2000,0.810426115989685,0.701027512550354,0.997006475925446
JPN,2000,0.860650420188904,0.833111763000488,0.890402317047119
KOR,2000,0.813477456569672,0.785494148731232,0.84746915102005
MAC,2000,,,
MNG,2000,0.465850442647934,0.425659835338593,0.6594318151474
PRK,2000,0.821491301059723,0.796885013580322,0.845688164234161
AFG,2000,0.768022298812866,0.722557008266449,0.900725901126862
BGD,2000,0.367065161466599,0.34647336602211,0.473084479570389
BTN,2000,0.843592584133148,0.815802931785583,0.865408420562744
IND,2000,0.610185623168945,0.586672425270081,0.722064673900604
IRN,2000,0.875654518604279,0.804738759994507,0.991441071033478
LKA,2000,0.713499903678894,0.68907642364502,0.75461882352829
MDV,2000,,,
NPL,2000,0.77067631483078,0.746271908283234,0.798805892467499
PAK,2000,0.875777184963226,0.825548529624939,0.945557057857513
BRN,2000,0.945734143257141,0.914250552654266,0.986946821212769
IDN,2000,0.76825362443924,0.746889054775238,0.795206487178802
KHM,2000,0.761098861694336,0.739972770214081,0.786447107791901
LAO,2000,0.92780065536499,0.900638282299042,0.953952193260193
MMR,2000,0.828173160552979,0.808359086513519,0.845127463340759
MYS,2000,0.791834354400635,0.778313994407654,0.827247679233551
PHL,2000,0.655802428722382,0.629081428050995,0.699375629425049
SGP,2000,0.305036604404449,0.266082257032394,0.435724198818207
THA,2000,0.70468544960022,0.685341119766235,0.749277293682098
TLS,2000,0.797714829444885,0.76695704460144,0.818572223186493
VNM,2000,0.763193964958191,0.739371001720428,0.784807324409485
KAZ,2000,0.635986030101776,0.591479480266571,0.793444871902466
KGZ,2000,0.734969198703766,0.690922915935516,0.864086270332336
TJK,2000,0.797259330749512,0.755500137805939,0.883964240550995
TKM,2000,0.657284498214722,0.607548654079437,0.832880079746246
UZB,2000,0.690078973770142,0.648781895637512,0.848761975765228
ARE,2000,1.0,0.962186813354492,1.0
ARM,2000,0.772547900676727,0.736727833747864,0.865952014923096
AZE,2000,0.716734647750854,0.6782146692276,0.864812254905701
BHR,2000,1.0,1.0,1.0
CYP,2000,1.0,0.988031208515167,1.0
GEO,2000,0.654815793037415,0.615087151527405,0.75626003742218
IRQ,2000,0.998706519603729,0.90411651134491,1.0
ISR,2000,0.93315577507019,0.847777128219604,1.0
JOR,2000,1.0,0.948661386966705,1.0
KWT,2000,1.0,0.965562283992767,1.0
LBN,2000,0.626259624958038,0.588247895240784,0.8092240691185
OMN,2000,1.0,0.978968977928162,1.0
PSE,2000,1.0,0.942621171474457,1.0
QAT,2000,1.0,0.968937516212463,1.0
SAU,2000,0.690601527690887,0.650504410266876,0.840452492237091
SYR,2000,0.601614594459534,0.564778983592987,0.803096830844879
TUR,2000,0.753396153450012,0.724463701248169,0.86546266078949
YEM,2000,0.746367573738098,0.705044329166412,0.927754938602448
ALB,2000,0.682097554206848,0.653511881828308,0.758586883544922
AND,2000,0.836406230926514,0.796268582344055,0.927807867527008
BIH,2000,0.70418107509613,0.674736678600311,0.769234657287598
ESP,2000,0.644188642501831,0.615204334259033,0.76999032497406
GRC,2000,0.655780017375946,0.627338111400604,0.79180908203125
HRV,2000,0.834392964839935,0.802417695522308,0.887537837028503
ITA,2000,0.599114418029785,0.568185985088348,0.727201223373413
MKD,2000,0.709168493747711,0.674811959266663,0.820896744728088
MLT,2000,0.717211365699768,0.638400495052338,0.978552043437958
MNE,2000,0.631335079669952,0.591715097427368,0.73563140630722
PRT,2000,0.744167745113373,0.718647837638855,0.827406346797943
SMR,2000,0.494407504796982,0.466304928064346,0.675750136375427
SRB,2000,0.605719089508057,0.57037740945816,0.750382840633392
SVN,2000,0.785729169845581,0.750911712646484,0.846830904483795
BGR,2000,0.701973676681519,0.661543488502502,0.823919177055359
BLR,2000,0.753463327884674,0.727992594242096,0.835937201976776
CZE,2000,0.602867722511292,0.567291557788849,0.749725639820099
HUN,2000,0.545917451381683,0.515791952610016,0.707230448722839
MDA,2000,0.496335595846176,0.471888184547424,0.654528677463531
POL,2000,0.629207730293274,0.599911451339722,0.767429351806641
ROU,2000,0.599349617958069,0.575398683547974,0.729507088661194
RUS,2000,0.878985226154327,0.865631222724915,0.902454018592834
SVK,2000,0.624768912792206,0.597921848297119,0.728069245815277
UKR,2000,0.587074279785156,0.563190221786499,0.719428300857544
GGY,2000,,,
JEY,2000,,,
ALA,2000,0.934864163398743,0.901193976402283,1.0
DNK,2000,0.453880220651627,0.425711750984192,0.61791318655014
EST,2000,0.846051514148712,0.80969512462616,0.899827659130096
FIN,2000,0.958995938301086,0.918392598628998,0.982383012771606
FRO,2000,0.589530110359192,0.559006333351135,0.787631571292877
GBR,2000,0.427216291427612,0.39630800485611,0.603141844272614
IMN,2000,0.55450850725174,0.503331124782562,0.859078884124756
IRL,2000,0.438363552093506,0.411873370409012,0.578038930892944
ISL,2000,0.832147061824799,0.798239052295685,0.873137056827545
LTU,2000,0.613505303859711,0.584625482559204,0.719444274902344
LVA,2000,0.882113397121429,0.859127104282379,0.916074275970459
NOR,2000,0.950118660926819,0.921863794326782,0.963124513626099
SJM,2000,0.868481516838074,0.84290474653244,0.893463730812073
SWE,2000,0.928097248077393,0.890366733074188,0.945894658565521
AUT,2000,0.700859367847443,0.664998352527618,0.793321490287781
BEL,2000,0.61391294002533,0.573560416698456,0.765274107456207
CHE,2000,0.622557878494263,0.577263951301575,0.736209273338318
DEU,2000,0.660598814487457,0.619760751724243,0.796479344367981
FRA,2000,0.605837345123291,0.572467148303986,0.744057893753052
LIE,2000,0.631757438182831,0.58674943447113,0.737247884273529
LUX,2000,0.536301076412201,0.496543675661087,0.66325181722641
NLD,2000,0.565757989883423,0.529074251651764,0.743855237960815
ATA,2000,,,
DZA,2001,0.967554569244385,,
EGY,2001,1.0,,
ESH,2001,0.92342472076416,,
LBY,2001,0.993044674396515,,
MAR,2001,0.752000689506531,,
SDN,2001,0.735614776611328,,
TUN,2001,0.73006671667099,,
BEN,2001,0.921681344509125,,
BFA,2001,0.888075530529022,,
CIV,2001,0.587484002113342,,
CPV,2001,0.994733870029449,,
GHA,2001,0.609018087387085,,
GIN,2001,0.604206144809723,,
GMB,2001,0.714568436145782,,
GNB,2001,0.642543852329254,,
LBR,2001,0.761400461196899,,
MLI,2001,0.883039832115173,,
MRT,2001,0.880172491073608,,
NER,2001,0.864456534385681,,
NGA,2001,0.547460436820984,,
SEN,2001,0.823083996772766,,
SHN,2001,,,
SLE,2001,0.701174259185791,,
TGO,2001,0.626823306083679,,
ATF,2001,,,
BDI,2001,0.510743379592896,,
COM,2001,0.735421180725098,,
DJI,2001,0.744727849960327,,
ERI,2001,0.74850606918335,,
ETH,2001,0.852114737033844,,
IOT,2001,,,
KEN,2001,0.744084417819977,,
MDG,2001,0.588281035423279,,
MOZ,2001,0.691296398639679,,
MUS,2001,0.505175828933716,,
MWI,2001,0.733470678329468,,
MYT,2001,1.0,,
REU,2001,0.928988337516785,,
RWA,2001,0.523662209510803,,
SOM,2001,0.716865181922913,,
SSD,2001,0.649083435535431,,
SYC,2001,,,
TZA,2001,0.848372876644135,,
UGA,2001,0.614198982715607,,
ZMB,2001,0.896011054515839,,
ZWE,2001,0.894888818264008,,
AGO,2001,0.770614147186279,,
CAF,2001,0.946366965770721,,
CMR,2001,0.862955510616302,,
COD,2001,0.938877046108246,,
COG,2001,0.745581924915314,,
GAB,2001,0.839105010032654,,
GNQ,2001,0.897598266601562,,
STP,2001,0.865359663963318,,
TCD,2001,0.796485722064972,,
BWA,2001,0.827395260334015,,
LSO,2001,0.550621688365936,,
NAM,2001,0.770267605781555,,
SWZ,2001,0.619771659374237,,
ZAF,2001,0.585386991500854,,
AUS,2001,0.685608386993408,,
CXR,2001,,,
HMD,2001,,,
NFK,2001,,,
NZL,2001,0.541875064373016,,
FJI,2001,0.847981870174408,,
NCL,2001,0.853529214859009,,
PNG,2001,0.98013299703598,,
SLB,2001,0.961194813251495,,
VUT,2001,0.943253099918365,,
FSM,2001,,,
GUM,2001,,,
KIR,2001,,,
MHL,2001,,,
MNP,2001,,,
NRU,2001,,,
PLW,2001,,,
UMI,2001,,,
ASM,2001,,,
COK,2001,,,
NIU,2001,,,
PCN,2001,,,
PYF,2001,,,
TON,2001,,,
WLF,2001,,,
WSM,2001,0.897652626037598,,
BMU,2001,,,
CAN,2001,0.908306539058685,,
GRL,2001,0.911525547504425,,
SPM,2001,0.965173065662384,,
USA,2001,0.684849977493286,,
ARG,2001,0.761125147342682,,
BOL,2001,0.811361968517303,,
BRA,2001,0.782866716384888,,
BVT,2001,,,
CHL,2001,0.89117169380188,,
COL,2001,0.722398817539215,,
ECU,2001,0.799290776252747,,
FLK,2001,0.950578391551971,,
GUF,2001,0.993255198001862,,
GUY,2001,0.941063165664673,,
PER,2001,0.919705450534821,,
PRY,2001,0.697879254817963,,
SGS,2001,,,
SUR,2001,0.992972910404205,,
URY,2001,0.35203617811203,,
VEN,2001,0.863747119903564,,
BLZ,2001,0.922119140625,,
CRI,2001,0.677911579608917,,
GTM,2001,0.643543183803558,,
HND,2001,0.740973949432373,,
MEX,2001,0.740373253822327,,
NIC,2001,0.629081666469574,,
PAN,2001,0.780003070831299,,
SLV,2001,0.380442470312119,,
ABW,2001,,,
AIA,2001,,,
ATG,2001,0.978656232357025,,
BES,2001,0.959429502487183,,
BHS,2001,0.935538709163666,,
BRB,2001,0.910086631774902,,
CUB,2001,0.574342131614685,,
CUW,2001,0.9605712890625,,
CYM,2001,,,
DMA,2001,0.923709750175476,,
DOM,2001,0.627923309803009,,
GLP,2001,0.923574328422546,,
GRD,2001,0.910627663135529,,
HTI,2001,0.498498141765594,,
JAM,2001,0.687683999538422,,
KNA,2001,0.96595174074173,,
LCA,2001,,,
MAF,2001,,,
MSR,2001,,,
MTQ,2001,0.97145688533783,,
PRI,2001,0.523592352867126,,
TCA,2001,0.974691569805145,,
TTO,2001,0.875552833080292,,
VCT,2001,,,
VGB,2001,,,
VIR,2001,,,
CHN,2001,0.632797241210938,,
HKG,2001,0.805566132068634,,
JPN,2001,0.866728365421295,,
KOR,2001,0.817594170570374,,
